operator,department,employee_profile,device_category,estimated_price_mad,budget_risk_score,risk_level,alert_flag,recommendation,real_price_range,real_price_label,predicted_price_range,predicted_price_label,prediction_confidence
Orange Maroc,Finance,Usage premium,Haut de gamme,4500,64.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9696
Maroc Telecom,Support,Usage premium,Haut de gamme,4500,65.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9935
Maroc Telecom,Support,Usage intensif,Milieu de gamme,2500,37.7,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.966
Maroc Telecom,RH,Usage basique,Haut de gamme,4500,64.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9985
Orange Maroc,Direction,Usage intensif,Haut de gamme,4500,60.1,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9906
Orange Maroc,RH,Usage premium,Milieu de gamme,2500,41.6,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9955
Maroc Telecom,Direction,Usage intensif,Milieu de gamme,2500,39.2,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.8903
Orange Maroc,IT,Usage standard,Entrée de gamme,1200,23.1,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9966
Orange Maroc,Commercial,Usage standard,Milieu de gamme,2500,37.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9966
Maroc Telecom,Commercial,Usage intensif,Entrée de gamme,1200,24.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9899
Maroc Telecom,RH,Usage standard,Milieu de gamme,2500,37.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9678
Orange Maroc,Commercial,Usage basique,Entrée de gamme,1200,24.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9683
inwi,Support,Usage standard,Premium,7000,94.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9997
Orange Maroc,IT,Usage intensif,Milieu de gamme,2500,40.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9983
Orange Maroc,IT,Usage premium,Milieu de gamme,2500,40.0,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9915
Maroc Telecom,Support,Usage basique,Premium,7000,92.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9995
Maroc Telecom,Commercial,Usage premium,Milieu de gamme,2500,37.3,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.994
Orange Maroc,Direction,Usage standard,Premium,7000,91.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9965
Maroc Telecom,Support,Usage intensif,Haut de gamme,4500,67.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.928
Maroc Telecom,Direction,Usage intensif,Milieu de gamme,2500,36.9,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9919
Maroc Telecom,Support,Usage intensif,Milieu de gamme,2500,37.7,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9796
Maroc Telecom,Finance,Usage premium,Entrée de gamme,1200,23.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9604
Maroc Telecom,IT,Usage standard,Haut de gamme,4500,61.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9924
Maroc Telecom,Support,Usage premium,Entrée de gamme,1200,22.1,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9994
Maroc Telecom,Commercial,Usage basique,Haut de gamme,4500,62.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9956
Maroc Telecom,IT,Usage intensif,Entrée de gamme,1200,23.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9989
inwi,RH,Usage intensif,Haut de gamme,4500,65.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9874
Orange Maroc,Direction,Usage intensif,Entrée de gamme,1200,19.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9993
Orange Maroc,Commercial,Usage standard,Milieu de gamme,2500,43.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9745
inwi,RH,Usage premium,Premium,7000,93.8,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.993
Orange Maroc,Commercial,Usage basique,Milieu de gamme,2500,38.4,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.5917
Maroc Telecom,Finance,Usage basique,Haut de gamme,4500,68.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,3,Premium,0.5662
Orange Maroc,RH,Usage intensif,Haut de gamme,4500,64.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9978
Orange Maroc,RH,Usage standard,Entrée de gamme,1200,23.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9927
Orange Maroc,IT,Usage intensif,Milieu de gamme,2500,40.9,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9697
Maroc Telecom,Support,Usage standard,Entrée de gamme,1200,21.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.995
Maroc Telecom,RH,Usage basique,Premium,7000,98.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9997
Maroc Telecom,Support,Usage intensif,Haut de gamme,4500,61.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9686
Maroc Telecom,Support,Usage standard,Milieu de gamme,2500,42.0,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9936
Orange Maroc,Finance,Usage basique,Premium,7000,98.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9995
Orange Maroc,Commercial,Usage intensif,Haut de gamme,4500,62.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9583
Maroc Telecom,Commercial,Usage standard,Entrée de gamme,1200,19.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9989
inwi,Support,Usage intensif,Entrée de gamme,1200,22.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9341
Orange Maroc,Finance,Usage standard,Milieu de gamme,2500,35.7,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,0,Entrée de gamme,0.5715
Maroc Telecom,Commercial,Usage intensif,Haut de gamme,4500,60.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9812
Maroc Telecom,Commercial,Usage intensif,Entrée de gamme,1200,22.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9948
Maroc Telecom,Finance,Usage intensif,Entrée de gamme,1200,24.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9884
Maroc Telecom,IT,Usage basique,Entrée de gamme,1200,20.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9947
Maroc Telecom,Commercial,Usage intensif,Haut de gamme,4500,65.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9785
Maroc Telecom,Support,Usage intensif,Premium,7000,97.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9998
Maroc Telecom,Finance,Usage intensif,Milieu de gamme,2500,37.9,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9938
Maroc Telecom,Commercial,Usage standard,Haut de gamme,4500,61.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.985
inwi,RH,Usage premium,Milieu de gamme,2500,40.5,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9861
Maroc Telecom,Support,Usage intensif,Entrée de gamme,1200,24.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9868
Orange Maroc,Finance,Usage basique,Entrée de gamme,1200,22.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9954
Maroc Telecom,Support,Usage standard,Entrée de gamme,1200,22.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9996
inwi,Finance,Usage premium,Haut de gamme,4500,65.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9419
Maroc Telecom,RH,Usage basique,Premium,7000,94.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
Maroc Telecom,IT,Usage premium,Haut de gamme,4500,64.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9948
inwi,IT,Usage intensif,Premium,7000,96.6,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9998
inwi,Commercial,Usage intensif,Entrée de gamme,1200,24.1,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.954
inwi,Finance,Usage standard,Premium,7000,91.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9974
Maroc Telecom,Support,Usage basique,Haut de gamme,4500,65.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9714
Maroc Telecom,IT,Usage premium,Milieu de gamme,2500,39.2,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9983
Orange Maroc,RH,Usage standard,Haut de gamme,4500,65.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.988
inwi,RH,Usage intensif,Milieu de gamme,2500,40.6,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9555
Orange Maroc,IT,Usage standard,Entrée de gamme,1200,23.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9382
Orange Maroc,IT,Usage basique,Haut de gamme,4500,63.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9626
Maroc Telecom,RH,Usage basique,Entrée de gamme,1200,21.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9897
inwi,Commercial,Usage standard,Entrée de gamme,1200,21.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9997
Maroc Telecom,RH,Usage premium,Milieu de gamme,2500,36.1,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.8565
Maroc Telecom,Commercial,Usage standard,Premium,7000,93.9,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9974
Maroc Telecom,Commercial,Usage standard,Entrée de gamme,1200,20.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9863
Orange Maroc,IT,Usage standard,Premium,7000,91.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9227
Maroc Telecom,Commercial,Usage standard,Milieu de gamme,2500,41.9,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9702
Maroc Telecom,Direction,Usage standard,Milieu de gamme,2500,38.1,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9825
Orange Maroc,Commercial,Usage premium,Milieu de gamme,2500,38.6,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.992
Maroc Telecom,Commercial,Usage standard,Premium,7000,96.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9982
Orange Maroc,Finance,Usage standard,Haut de gamme,4500,64.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9941
Maroc Telecom,Support,Usage basique,Haut de gamme,4500,66.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9337
Orange Maroc,Support,Usage premium,Entrée de gamme,1200,24.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9686
Orange Maroc,Commercial,Usage basique,Entrée de gamme,1200,18.1,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9994
Maroc Telecom,Direction,Usage basique,Premium,7000,94.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9914
Maroc Telecom,IT,Usage intensif,Entrée de gamme,1200,18.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9996
Maroc Telecom,IT,Usage standard,Premium,7000,96.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9996
Maroc Telecom,Support,Usage standard,Premium,7000,93.8,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9994
inwi,Support,Usage standard,Haut de gamme,4500,64.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,3,Premium,0.8008
Maroc Telecom,IT,Usage intensif,Premium,7000,96.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9993
inwi,Finance,Usage basique,Premium,7000,96.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
Maroc Telecom,IT,Usage intensif,Premium,7000,93.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9998
Orange Maroc,Finance,Usage intensif,Entrée de gamme,1200,21.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.998
inwi,Support,Usage standard,Haut de gamme,4500,64.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9947
Orange Maroc,Commercial,Usage standard,Milieu de gamme,2500,39.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9893
Orange Maroc,RH,Usage standard,Haut de gamme,4500,65.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9958
Maroc Telecom,RH,Usage intensif,Entrée de gamme,1200,23.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9694
Maroc Telecom,IT,Usage standard,Premium,7000,90.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.5015
inwi,Finance,Usage standard,Milieu de gamme,2500,39.3,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9973
inwi,Commercial,Usage standard,Entrée de gamme,1200,18.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9989
inwi,Direction,Usage premium,Milieu de gamme,2500,38.9,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9925
Maroc Telecom,Support,Usage standard,Premium,7000,91.8,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9991
Orange Maroc,IT,Usage premium,Milieu de gamme,2500,39.4,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9958
inwi,Support,Usage standard,Premium,7000,91.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.954
Maroc Telecom,Support,Usage basique,Premium,7000,92.9,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9988
Maroc Telecom,Support,Usage basique,Milieu de gamme,2500,39.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9763
Orange Maroc,Commercial,Usage standard,Entrée de gamme,1200,23.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9964
Orange Maroc,RH,Usage basique,Milieu de gamme,2500,41.6,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,2,Haut de gamme,0.6182
inwi,Finance,Usage basique,Milieu de gamme,2500,41.8,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9941
Maroc Telecom,IT,Usage premium,Haut de gamme,4500,65.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9859
inwi,Finance,Usage intensif,Milieu de gamme,2500,39.0,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9863
Maroc Telecom,Finance,Usage intensif,Premium,7000,94.8,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9693
Maroc Telecom,Commercial,Usage basique,Premium,7000,91.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9966
Maroc Telecom,Support,Usage basique,Entrée de gamme,1200,19.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
inwi,Commercial,Usage basique,Haut de gamme,4500,63.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9723
Orange Maroc,IT,Usage intensif,Entrée de gamme,1200,21.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9857
Orange Maroc,Direction,Usage premium,Premium,7000,87.6,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,2,Haut de gamme,0.8744
Maroc Telecom,Direction,Usage standard,Haut de gamme,4500,62.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9792
inwi,Support,Usage basique,Entrée de gamme,1200,19.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9991
Maroc Telecom,Direction,Usage standard,Entrée de gamme,1200,16.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
inwi,Commercial,Usage standard,Haut de gamme,4500,63.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9959
Maroc Telecom,Direction,Usage standard,Milieu de gamme,2500,43.0,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9726
Maroc Telecom,IT,Usage intensif,Haut de gamme,4500,64.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9978
Orange Maroc,RH,Usage intensif,Premium,7000,93.9,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9995
Maroc Telecom,Finance,Usage basique,Premium,7000,94.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9984
Orange Maroc,Finance,Usage basique,Haut de gamme,4500,67.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9952
Orange Maroc,IT,Usage premium,Milieu de gamme,2500,42.0,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9803
Maroc Telecom,Commercial,Usage basique,Haut de gamme,4500,65.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9935
inwi,Support,Usage basique,Haut de gamme,4500,66.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9747
Maroc Telecom,Commercial,Usage basique,Premium,7000,97.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9991
Orange Maroc,IT,Usage basique,Milieu de gamme,2500,39.2,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9965
inwi,Support,Usage standard,Haut de gamme,4500,63.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.997
